composer,title,labels
Mozart,"Mozart- Piano Sonata in C major, K. 279- 1st mov. Allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in C major, K. 279- 2nd mov. Andante","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in C major, K. 279- 3rd mov. Allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in F major, K. 280- 1st mov. Allegro assai","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in F major, K. 280- 2nd mov. Adagio","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in F major, K. 280- 3rd mov. Presto","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in B flat major, K. 281- 1st mov. Allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in B flat major, K. 281- 2nd mov. Andante amoroso","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in B flat major, K. 281- 3rd mov. Rondeau (Allegro)","Rondo,Rondo-Sonata,Rondo-Sonata"
Mozart,"Mozart- Piano Sonata in E flat major, K. 282- 1st mov. Adagio","Binary,Binary"
Mozart,"Mozart- Piano Sonata in E flat major, K. 282- 2nd mov. Menuetto I - II","Minuet,Minuet,Minuet"
Mozart,"Mozart- Piano Sonata in E flat major, K. 282- 3rd mov. Allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in G major, K. 283- 1st mov. Allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in G major, K. 283- 2nd mov. Andante","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in G major, K. 283- 3rd mov. Presto","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in D major, K. 284 'Dürnitz'- 1st mov. Allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in D major, K. 284 'Dürnitz'- 2nd mov. Rondeau en Polonaise (Andante)","Rondo-Sonata,Rondo-Sonata,Rondo-Sonata"
Mozart,"Mozart- Piano Sonata in C major, K. 309- 1st mov. Allegro con spirito","Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in C major, K. 309- 2nd mov. Andante un poco Adagio","Ternary"
Mozart,"Mozart- Piano Sonata in C major, K. 309- 3rd mov. Rondeau (Allegretto grazioso)","Rondo-Sonata,Rondo-Sonata"
Mozart,"Mozart- Piano Sonata in A minor, K. 310- 1st mov. Allegro maestoso","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in A minor, K. 310- 3rd mov. Presto","Rondo-Sonata,Rondo-Sonata,Rondo-Sonata"
Mozart,"Mozart- Piano Sonata in D major, K. 311- 1st mov. Allegro con spirito","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in D major, K. 311- 2nd mov. Andante con espressione","Rondo-Sonata,Rondo-Sonata,Rondo-Sonata"
Mozart,"Mozart- Piano Sonata in D major, K. 311- 3rd mov. Rondeau, Allegro","Rondo,Rondo-Sonata,Rondo-Sonata"
Mozart,"Mozart- Piano Sonata in C major, K. 330- 1st mov. Allegro moderato","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in C major, K. 330- 2nd mov. Andante cantabile","Ternary,Ternary"
Mozart,"Mozart- Piano Sonata in C major, K. 330- 3rd mov. Allegretto","Sonata,Sonata,Sonata"
Mozart,Mozart- Piano Sonata in A major ('Alla Turca') K. 331- 2nd mov. Menuetto,"Minuet,Minuet,Minuet"
Mozart,"Mozart- Piano Sonata in A major ('Alla Turca') K. 331- 3rd mov. Alla Turca, Allegretto","Ternary,Ternary"
Mozart,"Mozart- Piano Sonata in F major, K. 332- 1st mov. Allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in F major, K. 332- 2nd mov. Adagio","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in F major, K. 332- 3rd mov. Allegro assai","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in B flat major, K. 333- 1st mov. Allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in B flat major, K. 333- 2nd mov. Andante cantabile","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in B flat major, K. 333- 3rd mov. Allegretto grazioso","Rondo-Sonata,Rondo-Sonata,Rondo-Sonata"
Mozart,"Mozart- Piano Sonata in C minor, K. 457- 1st mov. Molto allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in C minor, K. 457- 2nd mov. Adagio","Rondo,Rondo,Rondo"
Mozart,"Mozart- Piano Sonata in C minor, K. 457- 3rd mov. Allegro assai","Rondo-Sonata,Rondo-Sonata,Rondo-Sonata"
Mozart,"Mozart- Piano Sonata in F major, K. 533 & 494- 1st mov. Allegro [K. 533]","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in F major, K. 533 & 494- 2nd mov. Andante [K. 533]","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in F major, K. 533 & 494- 3rd mov. Rondo - Allegretto [K. 494]","Rondo-Sonata,Rondo-Sonata,Rondo-Sonata"
Mozart,Mozart- Piano Sonata in C major ('Sonata semplice') K. 545- 1st mov. Allegro,"Sonata,Sonata,Sonata"
Mozart,Mozart- Piano Sonata in C major ('Sonata semplice') K. 545- 2nd mov. Andante,"Rondo,Rondo,Rondo"
Mozart,Mozart- Piano Sonata in C major ('Sonata semplice') K. 545- 3rd mov. Rondo (Allegretto),"Rondo,Rondo,Rondo"
Mozart,"Mozart- Piano Sonata in B flat major, K. 570- 1st mov. Allegro","Sonata,Sonata,Sonata"
Mozart,"Mozart- Piano Sonata in B flat major, K. 570- 2nd mov. Adagio","Rondo,Rondo,Rondo"
Mozart,"Mozart- Piano Sonata in B flat major, K. 570- 3rd mov. Allegretto","Ternary"
Mozart,Mozart- Piano Sonata in D major K. 576- 1st mov. Allegro,"Sonata,Sonata,Sonata"
Mozart,Mozart- Piano Sonata in D major K. 576- 2nd mov. Adagio,"Rondo,Ternary"
Mozart,Mozart- Piano Sonata in D major K. 576- 3rd mov. Allegretto,"Ternary,Rondo-Sonata,Rondo-Sonata"
Beethoven,"Beethoven - Piano Sonata No. 1 in F Minor, Op. 2 No. 1 - I. Allegro","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 1 in F Minor, Op. 2 No. 1 - II. Adagio","Rondo,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 1 in F Minor, Op. 2 No. 1 - III. Menuetto. Allegretto","Ternary,Minuet,Minuet"
Beethoven,"Beethoven - Piano Sonata No. 1 in F Minor, Op. 2 No. 1 - IV. Prestissimo","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 2 in A Major, Op. 2 No. 2 - I. Allegro vivace","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 2 in A Major, Op. 2 No. 2 - II. Largo appassionato","Ternary,Ternary,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 2 in A Major, Op. 2 No. 2 - III. Scherzo. Allegretto","Scherzo,Scherzo,Scherzo"
Beethoven,"Beethoven - Piano Sonata No. 2 in A Major, Op. 2 No. 2 - IV. Rondo. Grazioso","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 3 in C Major, Op. 2 No. 3 - I. Allegro con brio","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 3 in C Major, Op. 2 No. 3 - II. Adagio","Rondo,Rondo,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 3 in C Major, Op. 2 No. 3 - III. Scherzo. Allegro","Scherzo,Scherzo,Scherzo"
Beethoven,"Beethoven - Piano Sonata No. 3 in C Major, Op. 2 No. 3 - IV. Allegro assai","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 4 in E-Flat Major, Op. 7 'Grand Sonata' - I. Allegro molto e con brio","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 4 in E-Flat Major, Op. 7 'Grand Sonata' - II. Largo, con gran...","Ternary,Ternary,Ternary"
Beethoven,"Beethoven - Piano Sonata No. 4 in E-Flat Major, Op. 7 'Grand Sonata' - III. Allegro - Trio","Scherzo,Scherzo,Scherzo"
Beethoven,"Beethoven - Piano Sonata No. 4 in E-Flat Major, Op. 7 'Grand Sonata' - IV. Rondo. Poco...","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 5 in C Minor, Op. 10 No. 1 - I. Allegro molto e con brio","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 5 in C Minor, Op. 10 No. 1 - II. Adagio molto","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 5 in C Minor, Op. 10 No. 1 - III. Finale. Prestissimo","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 6 in F Major, Op. 10 No. 2 - I. Allegro","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 6 in F Major, Op. 10 No. 2 - II. Allegretto","Ternary,Ternary,Minuet"
Beethoven,"Beethoven - Piano Sonata No. 6 in F Major, Op. 10 No. 2 - III. Presto","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 7 in D Major, Op. 10 No. 3 - I. Presto","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 7 in D Major, Op. 10 No. 3 - II. Largo e mesto","Ternary,Ternary,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 7 in D Major, Op. 10 No. 3 - III. Menuetto. Allegro","Ternary,Minuet,Minuet"
Beethoven,"Beethoven - Piano Sonata No. 7 in D Major, Op. 10 No. 3 - IV. Rondo. Allegro","Rondo,Rondo,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 8 in C Minor, Op. 13 'Pathétique' - I. Grave - Allegro di molto e...","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 8 in C Minor, Op. 13 'Pathétique' - II. Adagio cantabile","Rondo,Rondo,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 8 in C Minor, Op. 13 'Pathétique' - III. Rondo. Allegro","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 9 in E Major, Op. 14 No. 1 - I. Allegro","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 9 in E Major, Op. 14 No. 1 - II. Allegretto","Ternary,Ternary,Minuet"
Beethoven,"Beethoven - Piano Sonata No. 9 in E Major, Op. 14 No. 1 - III. Rondo. Allegro comodo","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 10 in G Major, Op. 14 No. 2 - I. Allegro","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 10 in G Major, Op. 14 No. 2 - II. Andante","Variation,Variation,Variation"
Beethoven,"Beethoven - Piano Sonata No. 10 in G Major, Op. 14 No. 2 - III. Scherzo. Allegro assai","Rondo,Rondo,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 11 in B-Flat Major, Op. 22 - I. Allegro con brio","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 11 in B-Flat Major, Op. 22 - II. Adagio con molto espressione","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 11 in B-Flat Major, Op. 22 - III. Menuetto","Ternary,Minuet,Minuet"
Beethoven,"Beethoven - Piano Sonata No. 11 in B-Flat Major, Op. 22 - IV. Rondo. Allegretto","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 12 in A-Flat Major, Op. 26 'Funeral March' - I. Andante con variazioni","Variation,Variation,Variation"
Beethoven,"Beethoven - Piano Sonata No. 12 in A-Flat Major, Op. 26 'Funeral March' - II. Scherzo. Allegro molto","Ternary,Scherzo,Scherzo"
Beethoven,"Beethoven - Piano Sonata No. 12 in A-Flat Major, Op. 26 'Funeral March' - III. Marcia funebre...","Ternary,Ternary,Minuet"
Beethoven,"Beethoven - Piano Sonata No. 12 in A-Flat Major, Op. 26 'Funeral March' - IV. Allegro","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 'Quasi una fantasia' - I. Andante...","Ternary,Ternary"
Beethoven,"Beethoven - Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 'Quasi una fantasia' - II. Allegro...","Ternary,Ternary,Scherzo"
Beethoven,"Beethoven - Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 'Quasi una fantasia' - III. Adagio...","Ternary,Ternary,Ternary"
Beethoven,"Beethoven - Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 'Quasi una fantasia' - IV. Allegro...","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 'Moonlight' - I. Adagio sostenuto","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 'Moonlight' - II. Allegretto","Ternary,Minuet"
Beethoven,"Beethoven - Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 'Moonlight' - III. Presto agitato","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 15 in D Major, Op. 28 'Pastorale' - I. Allegro","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 15 in D Major, Op. 28 'Pastorale' - II. Andante","Ternary,Ternary"
Beethoven,"Beethoven - Piano Sonata No. 15 in D Major, Op. 28 'Pastorale' - III. Scherzo. Allegro vivace","Scherzo,Scherzo"
Beethoven,"Beethoven - Piano Sonata No. 15 in D Major, Op. 28 'Pastorale' - IV. Rondo. Allegro ma non troppo","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 16 in G Major, Op. 31 No. 1 - I. Allegro vivace","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 16 in G Major, Op. 31 No. 1 - II. Adagio grazioso","Rondo,Rondo,Ternary"
Beethoven,"Beethoven - Piano Sonata No. 16 in G Major, Op. 31 No. 1 - III. Rondo. Allegretto","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 17 in D Minor, Op. 31 No. 2 'The Tempest' - I. Largo - Allegro","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 17 in D Minor, Op. 31 No. 2 'The Tempest' - II. Adagio","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 17 in D Minor, Op. 31 No. 2 'The Tempest' - III. Allegretto","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 'The Hunt' - I. Allegro","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 'The Hunt' - II. Scherzo....","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 'The Hunt' - III. Menuetto....","Ternary,Minuet,Minuet"
Beethoven,"Beethoven - Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 'The Hunt' - IV. Presto con fuoco","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 19 in G Minor, Op. 49 No. 1 - I. Andante","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 19 in G Minor, Op. 49 No. 1 - II. Rondo. Allegro","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 20 in G Major, Op. 49 No. 2 - I. Allegro ma non troppo","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 20 in G Major, Op. 49 No. 2 - II. Tempo di Menuetto","Rondo,Rondo,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 21 in C Major, Op. 53 'Waldstein' - I. Allegro con brio","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 21 in C Major, Op. 53 'Waldstein' - II. Introduzione. Adagio molto",Rondo
Beethoven,"Beethoven - Piano Sonata No. 21 in C Major, Op. 53 'Waldstein' - III. Rondo. Allegretto moderato...",Rondo
Beethoven,"Beethoven - Piano Sonata No. 22 in F Major, Op. 54 - I. In Tempo d'un Menuetto","Rondo,Rondo,Minuet"
Beethoven,"Beethoven - Piano Sonata No. 22 in F Major, Op. 54 - II. Allegretto - Più Allegro","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 23 in F Minor, Op. 57 'Appassionata' - I. Allegro assai","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 23 in F Minor, Op. 57 'Appassionata' - II. Andante con moto","Variation,Variation,Variation"
Beethoven,"Beethoven - Piano Sonata No. 23 in F Minor, Op. 57 'Appassionata' - III. Allegro ma non troppo","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 24 in F-Sharp Major, Op. 78 'À Thérèse' - I. Adagio cantabile -...","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 24 in F-Sharp Major, Op. 78 'À Thérèse' - II. Allegro vivace","Rondo,Rondo,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 25 in G Major, Op. 79 'Sonatina' - I. Presto alla tedesca","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 25 in G Major, Op. 79 'Sonatina' - II. Andante","Ternary,Ternary,Ternary"
Beethoven,"Beethoven - Piano Sonata No. 25 in G Major, Op. 79 'Sonatina' - III. Vivace","Rondo,Rondo,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 26 in E-Flat Major, Op. 81a 'Les Adieux' - I. Das Lebewohl. Adagio...","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 26 in E-Flat Major, Op. 81a 'Les Adieux' - II. Abwesenheit. Andante...","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 26 in E-Flat Major, Op. 81a 'Les Adieux' - III. Das Wiedersehen....","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 27 in E Minor, Op. 90 - I. Mit Lebhaftigkeit und durchaus mit...","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 27 in E Minor, Op. 90 - II. Nicht zu geschwind und sehr singbar...","Rondo,Rondo-Sonata,Rondo"
Beethoven,"Beethoven - Piano Sonata No. 28 in A Major, Op. 101 - I. Etwas lebhaft und mit der innigsten...","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 28 in A Major, Op. 101 - II. Lebhaft, marschmäßig. Vivace alla marcia","Ternary,Ternary,Ternary"
Beethoven,"Beethoven - Piano Sonata No. 28 in A Major, Op. 101 - IV. Geschwind, doch nicht zu sehr und mit...","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 29 in B-Flat Major, Op. 106 'Hammerklavier' - I. Allegro","Sonata,Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 29 in B-Flat Major, Op. 106 'Hammerklavier' - II. Scherzo. Assai vivace","Ternary,Scherzo,Scherzo"
Beethoven,"Beethoven - Piano Sonata No. 29 in B-Flat Major, Op. 106 'Hammerklavier' - III. Adagio sostenuto","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 30 in E Major, Op. 109 - I. Vivace, ma non troppo - Adagio...","Rondo,Rondo,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 30 in E Major, Op. 109 - II. Prestissimo","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 31 in A-Flat Major, Op. 110 - I. Moderato cantabile molto espressivo","Sonata,Sonata,Sonata"
Beethoven,"Beethoven - Piano Sonata No. 31 in A-Flat Major, Op. 110 - II. Allegro molto","Ternary,Scherzo,Scherzo"
Beethoven,"Beethoven - Piano Sonata No. 32 in C Minor, Op. 111 - I. Maestoso - Allegro con brio ed appassionato","Sonata,Sonata,Sonata"
Czerny,"Sonata No. 1 in A-Flat Major, Op. 7 - I. Andante - Allegro moderato ed espressivo",Sonata
